GROUP,TIME,COMPONENT,%WGT,%VOL,%MOL,AREA,DEN,RRF,BPC,BPF,sample_id
OLEFINS,16.15,4-methyl-t-pentene-2,0.004,0.004,0.004,160.0,0.674,0.98,58.6,137.48,42911
OLEFINS,16.343,"1,5-hexadiene",0.019,0.02,0.02,751.0,0.692,0.98,59.45,139.01,42911
OLEFINS,17.403,2-methylpentene-1,0.01,0.011,0.011,425.0,0.685,0.98,62.1,143.78,42911
OLEFINS,17.465,hexene-1,3.379,3.685,3.612,137089.0,0.678,0.98,63.47,146.246,42911
OLEFINS,18.39,t-hexene-3,0.019,0.02,0.02,753.0,0.682,0.98,67.08,152.744,42911
OLEFINS,18.437,c-hexene-3,0.006,0.006,0.006,239.0,0.685,0.98,66.44,151.592,42911
OLEFINS,18.558,t-hexene-2,0.037,0.04,0.04,1503.0,0.683,0.98,67.88,154.184,42911
OLEFINS,18.718,2-methylpentene-2,0.048,0.051,0.051,1951.0,0.691,0.98,67.3,153.14,42911
OLEFINS,18.9,4-methylcyclopentene,0.027,0.026,0.03,1096.0,0.762,0.98,64.9,148.82,42911
OLEFINS,18.98,3-methylcyclopentene,0.005,0.005,0.006,223.0,0.762,0.98,65.0,149.0,42911
OLEFINS,19.185,c-hexene-2,0.021,0.023,0.023,857.0,0.692,0.98,68.88,155.984,42911
OLEFINS,19.628,3-methyl-t-pentene-2,0.036,0.038,0.039,1478.0,0.702,0.98,70.43,158.774,42911
OLEFINS,21.63,"2,4-dimethylpentene-1",0.002,0.002,0.002,92.0,0.699,0.98,81.6,178.88,42911
OLEFINS,21.793,1-methylcyclopentene,0.031,0.029,0.034,1277.0,0.78,0.957,75.48,167.864,42911
OLEFINS,22.395,5-methylhexene-1,0.004,0.004,0.003,148.0,0.697,0.98,85.31,185.558,42911
OLEFINS,22.877,2-ethyl-3-methylbutene-1,0.005,0.005,0.005,207.0,0.714,0.98,86.36,187.448,42911
OLEFINS,23.108,diolefin (hexadiene),0.003,0.003,0.003,128.0,0.694,0.98,70.0,158.0,42911
OLEFINS,23.335,4-methylhexene-1,0.009,0.009,0.008,363.0,0.703,0.98,86.73,188.114,42911
OLEFINS,24.607,"3,4-dimethyl-c-pentene-2",0.002,0.002,0.002,92.0,0.718,0.98,89.25,192.65,42911
OLEFINS,25.63,heptene-1,0.007,0.007,0.006,273.0,0.697,0.98,93.64,200.552,42911
OLEFINS,26.207,"1,5-heptadiene",0.006,0.006,0.006,234.0,0.75,0.98,96.17,205.106,42911
OLEFINS,26.587,t-heptene-3,0.018,0.019,0.017,741.0,0.703,0.98,95.67,204.206,42911
OLEFINS,26.957,c-heptene-3,0.01,0.01,0.009,397.0,0.703,0.98,95.75,204.35,42911
OLEFINS,27.015,2-methyl-2-hexene,0.014,0.014,0.013,563.0,0.713,0.98,95.41,203.738,42911
OLEFINS,27.133,3-methyl-c-hexene-2,0.008,0.009,0.008,333.0,0.713,0.98,95.41,203.738,42911
OLEFINS,27.323,3-methyl-t-hexene-3,0.008,0.008,0.007,317.0,0.694,0.98,93.54,200.372,42911
OLEFINS,27.487,t-heptene-2,0.005,0.005,0.004,187.0,0.706,0.98,97.95,208.31,42911
OLEFINS,27.568,3-ethylpentene-2,0.0,0.0,0.0,1.0,0.725,0.98,96.01,204.818,42911
OLEFINS,27.855,"2,4,4-trimethyl-1-pentene",0.016,0.017,0.013,654.0,0.716,0.98,101.0,213.8,42911
OLEFINS,28.892,o7-[9],0.053,0.054,0.043,2156.0,0.732,0.98,0.0,32.0,42911
OLEFINS,31.888,o7-[17],0.014,0.015,0.013,583.0,0.732,0.98,0.0,32.0,42911
OLEFINS,33.368,o7-[22],0.012,0.012,0.011,495.0,0.732,0.98,96.0,204.8,42911
OLEFINS,35.152,o8-[2],0.025,0.026,0.02,1032.0,0.732,0.98,120.0,248.0,42911
OLEFINS,35.61,o8-[4],0.004,0.004,0.003,148.0,0.732,0.98,120.0,248.0,42911
OLEFINS,37.717,o8-[12],0.011,0.011,0.009,441.0,0.732,0.98,0.0,32.0,42911
OLEFINS,39.685,"2,6-dimethylheptene-1",0.019,0.019,0.013,757.0,0.72,0.98,0.0,32.0,42911
OLEFINS,40.385,octene-1,0.016,0.016,0.013,658.0,0.765,0.98,124.5,256.1,42911
OLEFINS,42.333,"3,5,5-trimethylhexene-1",0.009,0.009,0.006,352.0,0.72,0.98,0.0,32.0,42911
OLEFINS,48.952,"2,4-dimethylheptene-1",0.002,0.002,0.001,73.0,0.683,0.98,0.0,32.0,42911
OLEFINS,54.885,t-nonene-2,0.08,0.087,0.057,3263.0,0.683,0.98,0.0,32.0,42911
OLEFINS,56.475,nonene-1,0.004,0.004,0.003,164.0,0.768,0.98,134.5,274.1,42911
OLEFINS,56.725,t-7-methyloctene-3,0.002,0.003,0.002,94.0,0.683,0.98,0.0,32.0,42911
OLEFINS,65.542,decene-1,0.004,0.004,0.002,144.0,0.741,0.99,170.6,339.08,42911
OLEFINS,65.767,"2,3-dimethyloctene-2",0.006,0.006,0.004,261.0,0.74,0.99,0.0,32.0,42911
OLEFINS,72.223,undecene-1,0.013,0.013,0.007,521.0,0.75,0.98,192.7,378.86,42911
OLEFINS,76.893,dodecene-1,0.016,0.015,0.008,632.0,0.758,0.98,213.4,416.12,42911
OXYGENATES,8.407,ethanol,10.236,9.592,19.985,185553.0,0.789,2.193,78.5,173.3,42911
OXYGENATES,24.027,t-amylmethylether,0.006,0.006,0.005,187.0,0.752,1.318,91.0,195.8,42911
UNKNOWNS,57.9,unknown,0.003,0.003,0.002,101.0,0.0,0.0,0.0,32.0,42911
UNKNOWNS,60.355,unknown,0.01,0.01,0.006,378.0,0.0,0.0,0.0,32.0,42911
UNKNOWNS,66.12,unknown,0.028,0.029,0.018,1104.0,0.0,0.0,0.0,32.0,42911
UNKNOWNS,66.813,unknown,0.005,0.006,0.003,212.0,0.0,0.0,0.0,32.0,42911
UNKNOWNS,68.488,unknown,0.004,0.004,0.002,160.0,0.0,0.0,0.0,32.0,42911
UNKNOWNS,72.592,unknown,0.013,0.014,0.008,531.0,0.0,0.0,0.0,32.0,42911
UNKNOWNS,77.503,unknown,0.003,0.003,0.002,124.0,0.0,0.0,0.0,32.0,42911
PARAFFIN,6.017,propane,0.001,0.001,0.002,29.0,0.501,1.027,-42.04,-43.672,42914
PARAFFIN,7.235,n-butane,2.562,3.299,3.98,99019.0,0.579,1.015,-0.5,31.1,42914
PARAFFIN,10.847,n-pentane,1.524,1.814,1.907,59318.0,0.626,1.008,36.06,96.908,42914
PARAFFIN,18.223,n-hexane,1.132,1.28,1.187,44256.0,0.659,1.004,68.73,155.714,42914
PARAFFIN,26.763,n-heptane,2.028,2.211,1.828,79571.0,0.684,1.0,98.42,209.156,42914
PARAFFIN,42.89,n-octane,0.135,0.143,0.107,5313.0,0.702,0.998,125.68,258.224,42914
PARAFFIN,57.663,n-nonane,0.077,0.08,0.054,3042.0,0.718,0.996,150.82,303.476,42914
PARAFFIN,66.327,n-decane,0.112,0.114,0.071,4417.0,0.73,0.994,174.15,345.47,42914
PARAFFIN,72.848,n-undecane,0.051,0.051,0.029,2005.0,0.744,0.993,195.9,384.62,42914
PARAFFIN,77.352,n-dodecane,0.012,0.012,0.007,487.0,0.753,0.992,216.3,421.34,42914
PARAFFIN,80.778,n-tridecane,0.004,0.004,0.002,152.0,0.756,0.991,235.4,455.72,42914
PARAFFIN,83.567,n-tetradecane,0.007,0.007,0.003,284.0,0.756,0.991,255.0,491.0,42914
I-PARAFFINS,6.655,i-butane,0.021,0.029,0.033,825.0,0.557,1.015,-11.72,10.904,42914
I-PARAFFINS,7.528,"2,2-dimethylpropane",0.007,0.009,0.009,273.0,0.591,1.008,9.5,49.1,42914
I-PARAFFINS,9.508,i-pentane,6.718,8.081,8.408,261476.0,0.62,1.008,27.84,82.112,42914
I-PARAFFINS,13.298,"2,2-dimethylbutane",0.12,0.137,0.125,4672.0,0.649,1.004,49.73,121.514,42914
I-PARAFFINS,15.923,"2,3-dimethylbutane",0.797,0.898,0.835,31140.0,0.662,1.004,57.98,136.364,42914
I-PARAFFINS,16.242,2-methylpentane,1.218,1.39,1.276,47601.0,0.653,1.004,60.26,140.468,42914
I-PARAFFINS,17.073,3-methylpentane,0.917,1.029,0.961,35825.0,0.664,1.004,63.27,145.886,42914
I-PARAFFINS,19.885,"2,2-dimethylpentane",0.074,0.082,0.067,2906.0,0.674,1.0,79.19,174.542,42914
I-PARAFFINS,20.362,"2,4-dimethylpentane",0.76,0.842,0.685,29814.0,0.673,1.0,80.49,176.882,42914
I-PARAFFINS,20.692,"2,2,3-trimethylbutane",0.038,0.041,0.034,1475.0,0.69,1.0,80.88,177.584,42914
I-PARAFFINS,22.297,"3,3-dimethylpentane",0.099,0.107,0.089,3892.0,0.693,1.0,86.06,186.908,42914
I-PARAFFINS,23.475,2-methylhexane,1.341,1.473,1.209,52626.0,0.679,1.0,90.05,194.09,42914
I-PARAFFINS,23.587,"2,3-dimethylpentane",1.332,1.428,1.2,52265.0,0.695,1.0,89.78,193.604,42914
I-PARAFFINS,24.267,3-methylhexane,1.865,2.023,1.681,73179.0,0.687,1.0,91.85,197.33,42914
I-PARAFFINS,25.26,3-ethylpentane,0.187,0.2,0.169,7353.0,0.698,1.0,93.47,200.246,42914
I-PARAFFINS,25.513,"2,2,4-trimethylpentane",12.033,12.962,9.512,473052.0,0.692,0.998,99.24,210.632,42914
I-PARAFFINS,29.36,"2,2-dimethylhexane",0.141,0.151,0.112,5553.0,0.695,0.998,106.84,224.312,42914
I-PARAFFINS,30.7,"2,5-dimethylhexane",0.689,0.741,0.545,27099.0,0.693,0.998,109.11,228.398,42914
I-PARAFFINS,30.79,"2,2,3-trimethylpentane",0.237,0.246,0.187,9300.0,0.716,0.998,109.85,229.73,42914
I-PARAFFINS,30.952,"2,4-dimethylhexane",0.59,0.628,0.467,23211.0,0.7,0.998,109.43,228.974,42914
I-PARAFFINS,33.178,"2,3,4-trimethylpentane",2.379,2.466,1.881,93536.0,0.719,0.998,113.47,236.246,42914
I-PARAFFINS,33.8,"2,3,3-trimethylpentane",2.565,2.633,2.028,100843.0,0.726,0.998,114.77,238.586,42914
I-PARAFFINS,34.98,"2,3-dimethylhexane",0.646,0.676,0.511,25401.0,0.712,0.998,115.61,240.098,42914
I-PARAFFINS,36.05,2-methylheptane,0.147,0.157,0.116,5776.0,0.698,0.998,117.65,243.77,42914
I-PARAFFINS,36.305,4-methylheptane,0.071,0.075,0.056,2804.0,0.705,0.998,117.71,243.878,42914
I-PARAFFINS,36.452,3-methyl-3-ethylpentane,0.068,0.071,0.054,2717.0,0.712,0.98,115.61,240.098,42914
I-PARAFFINS,36.558,"3,4-dimethylhexane",0.068,0.07,0.054,2664.0,0.719,0.998,117.73,243.914,42914
I-PARAFFINS,37.392,3-methylheptane,0.141,0.149,0.111,5529.0,0.706,0.998,118.93,246.074,42914
I-PARAFFINS,37.917,3-ethylhexane,0.014,0.014,0.011,543.0,0.714,0.998,118.54,245.372,42914
I-PARAFFINS,39.443,"2,2,5-trimethylhexane",1.142,1.203,0.804,44967.0,0.707,0.996,124.09,255.362,42914
I-PARAFFINS,46.527,"2,2-dimethylheptane",0.007,0.007,0.005,263.0,0.711,0.996,132.7,270.86,42914
I-PARAFFINS,47.628,"2,4-dimethylheptane",0.047,0.049,0.033,1847.0,0.715,0.996,132.9,271.22,42914
I-PARAFFINS,49.285,"2,5-dimethylheptane",0.014,0.014,0.01,547.0,0.717,0.996,136.0,276.8,42914
I-PARAFFINS,49.745,"2,6-dimethylheptane",0.11,0.116,0.077,4332.0,0.709,0.996,135.22,275.396,42914
I-PARAFFINS,50.215,i9-[2],0.013,0.013,0.009,494.0,0.73,0.996,0.0,32.0,42914
I-PARAFFINS,52.033,i9-[3],0.002,0.002,0.002,96.0,0.73,0.996,0.0,32.0,42914
I-PARAFFINS,52.85,i9-[5],0.015,0.015,0.01,579.0,0.73,0.996,132.0,269.6,42914
I-PARAFFINS,52.953,4-ethylheptane,0.013,0.013,0.009,501.0,0.72,0.996,142.44,288.392,42914
I-PARAFFINS,53.088,4-methyloctane,0.006,0.006,0.004,227.0,0.72,0.996,142.44,288.392,42914
I-PARAFFINS,53.235,2-methyloctane,0.014,0.015,0.01,565.0,0.713,0.996,143.28,289.904,42914
I-PARAFFINS,53.377,i9-[6],0.004,0.004,0.003,154.0,0.73,0.996,132.0,269.6,42914
I-PARAFFINS,53.633,3-ethylheptane,0.039,0.04,0.027,1522.0,0.726,0.996,143.0,289.4,42914
I-PARAFFINS,53.763,3-methyloctane,0.049,0.051,0.034,1923.0,0.72,0.996,144.23,291.614,42914
I-PARAFFINS,54.558,i9-[8],0.07,0.072,0.049,2761.0,0.73,0.996,0.0,32.0,42914
I-PARAFFINS,55.043,i9-[9],0.019,0.019,0.013,730.0,0.73,0.996,0.0,32.0,42914
I-PARAFFINS,55.427,i9-[10],0.052,0.053,0.037,2043.0,0.73,0.996,0.0,32.0,42914
I-PARAFFINS,55.803,i9-[11],0.011,0.011,0.008,439.0,0.73,0.996,0.0,32.0,42914
I-PARAFFINS,57.535,i9-[12],0.115,0.118,0.081,4538.0,0.73,0.996,0.0,32.0,42914
I-PARAFFINS,59.35,i10-[1],0.106,0.109,0.068,4200.0,0.73,0.994,0.0,32.0,42914
I-PARAFFINS,59.522,i10-[2],0.036,0.036,0.023,1405.0,0.73,0.994,0.0,32.0,42914
I-PARAFFINS,59.673,"2,4-dimethyloctane",0.001,0.001,0.001,56.0,0.726,0.994,155.9,312.62,42914
I-PARAFFINS,59.867,i10-[3],0.003,0.003,0.002,105.0,0.73,0.994,157.0,314.6,42914
I-PARAFFINS,60.045,"2,6-dimethyloctane",0.017,0.017,0.011,654.0,0.728,0.994,160.41,320.738,42914
I-PARAFFINS,60.073,"2,5-dimethyloctane",0.011,0.012,0.007,446.0,0.73,0.994,158.5,317.3,42914
I-PARAFFINS,60.268,i10-[4],0.016,0.016,0.01,635.0,0.73,0.994,0.0,32.0,42914
I-PARAFFINS,60.995,i10-[5],0.005,0.005,0.003,183.0,0.73,0.994,0.0,32.0,42914
I-PARAFFINS,61.038,"3,3-dimethyloctane",0.048,0.048,0.03,1881.0,0.739,0.994,161.2,322.16,42914
I-PARAFFINS,61.497,i10-[7],0.005,0.006,0.003,217.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,61.678,"3,6-dimethyloctane",0.016,0.016,0.01,619.0,0.736,0.994,160.8,321.44,42914
I-PARAFFINS,62.043,i10-[8],0.007,0.007,0.004,269.0,0.73,0.994,157.0,314.6,42914
I-PARAFFINS,62.802,"2,3-dimethyloctane",0.033,0.033,0.021,1307.0,0.738,0.994,164.34,327.812,42914
I-PARAFFINS,63.202,i10-[9],0.004,0.004,0.002,146.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,63.267,i10-[10],0.013,0.013,0.008,511.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,63.412,5-methylnonane,0.026,0.026,0.016,1025.0,0.733,0.994,165.1,329.18,42914
I-PARAFFINS,63.482,4-methylnonane,0.876,0.882,0.556,34565.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,63.622,2-methylnonane,0.042,0.043,0.027,1654.0,0.726,0.994,167.03,332.654,42914
I-PARAFFINS,63.898,i10-[11],0.025,0.025,0.016,980.0,0.73,0.994,157.0,314.6,42914
I-PARAFFINS,64.145,3-methylnonane,0.067,0.068,0.043,2649.0,0.733,0.994,167.8,334.04,42914
I-PARAFFINS,64.4,i10-[13],0.003,0.003,0.002,135.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,64.697,i10-[14],0.006,0.006,0.004,253.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,64.74,i10-[15],0.064,0.064,0.04,2518.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,65.078,i10-[16],0.086,0.087,0.055,3393.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,65.288,i10-[17],0.007,0.007,0.005,287.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,65.332,i10-[18],0.002,0.002,0.001,65.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,66.045,i10-[19],0.057,0.057,0.036,2233.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,66.367,i10-[20],0.035,0.035,0.022,1381.0,0.74,0.994,0.0,32.0,42914
I-PARAFFINS,66.512,i11-[0],0.036,0.036,0.021,1404.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,66.898,i11-[1],0.008,0.008,0.005,323.0,0.74,0.993,150.0,302.0,42914
I-PARAFFINS,67.403,i11-[2],0.005,0.005,0.003,200.0,0.74,0.993,150.0,302.0,42914
I-PARAFFINS,67.48,i11-[3],0.052,0.052,0.03,2045.0,0.74,0.993,150.0,302.0,42914
I-PARAFFINS,67.593,i11-[4],0.029,0.029,0.016,1128.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,67.755,i11-[5],0.003,0.003,0.002,132.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,67.797,i11-[6],0.008,0.008,0.005,328.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,68.068,i11-[8],0.058,0.058,0.033,2273.0,0.74,0.993,150.0,302.0,42914
I-PARAFFINS,68.42,3-ethylnonane,0.061,0.061,0.035,2399.0,0.744,0.993,0.0,32.0,42914
I-PARAFFINS,68.783,"2,5,6-trimethyloctane",0.075,0.076,0.044,2983.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,68.862,i11-[9],0.008,0.008,0.005,308.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,69.083,i11-[10],0.313,0.292,0.183,12371.0,0.8,0.993,0.0,32.0,42914
I-PARAFFINS,69.333,i11-[11],0.031,0.031,0.018,1216.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,69.955,i11-[13],0.031,0.031,0.018,1228.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,70.388,i11-[14],0.121,0.122,0.07,4787.0,0.74,0.993,150.0,302.0,42914
I-PARAFFINS,70.525,i11-[17],0.033,0.034,0.019,1316.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,70.607,i11-[18],0.016,0.016,0.009,639.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,70.682,i11-[19],0.01,0.01,0.006,399.0,0.74,0.993,150.0,302.0,42914
I-PARAFFINS,70.803,i11-[20],0.022,0.022,0.013,857.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,71.147,i11-[21],0.017,0.017,0.01,685.0,0.74,0.993,150.0,302.0,42914
I-PARAFFINS,71.18,i11-[22],0.034,0.034,0.02,1352.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,71.302,i11-[23],0.018,0.019,0.011,730.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,71.725,i11-[25],0.067,0.067,0.039,2642.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,71.828,i11-[26],0.04,0.04,0.023,1583.0,0.74,0.993,150.0,302.0,42914
I-PARAFFINS,72.137,i11-[27],0.0,0.0,0.0,1.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,72.302,i11-[28],0.012,0.012,0.007,478.0,0.74,0.993,150.0,302.0,42914
I-PARAFFINS,72.367,i11-[29],0.004,0.004,0.003,176.0,0.74,0.993,0.0,32.0,42914
I-PARAFFINS,72.968,i12-[1],0.043,0.043,0.023,1716.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,73.807,i12-[4],0.011,0.011,0.006,440.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,73.852,i12-[5],0.031,0.031,0.016,1226.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,73.94,i12-[6],0.002,0.002,0.001,92.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,74.03,i12-[7],0.005,0.005,0.003,213.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,74.383,i12-[10],0.405,0.401,0.215,16028.0,0.753,0.992,216.3,421.34,42914
I-PARAFFINS,75.493,i12-[13],0.096,0.095,0.051,3802.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,75.562,i12-[14],0.003,0.003,0.002,116.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,75.89,i12-[17],0.002,0.002,0.001,93.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,75.933,i12-[18],0.012,0.012,0.006,461.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,76.233,i12-[19],0.029,0.028,0.015,1135.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,76.428,i12-[20],0.03,0.03,0.016,1184.0,0.753,0.992,216.3,421.34,42914
I-PARAFFINS,76.55,i12-[23],0.009,0.009,0.005,344.0,0.753,0.992,216.3,421.34,42914
I-PARAFFINS,76.728,i12-[25],0.005,0.005,0.003,209.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,76.827,i12-[26],0.058,0.057,0.03,2275.0,0.753,0.992,150.0,302.0,42914
I-PARAFFINS,77.665,i13-[1],0.002,0.002,0.001,69.0,0.756,0.991,150.0,302.0,42914
I-PARAFFINS,79.182,i13-[4],0.002,0.002,0.001,81.0,0.756,0.991,235.0,455.0,42914
I-PARAFFINS,79.273,i13-[5],0.003,0.003,0.001,109.0,0.756,0.991,150.0,302.0,42914
I-PARAFFINS,79.702,i14-[0],0.013,0.013,0.006,524.0,0.756,0.991,235.0,455.0,42914
I-PARAFFINS,79.77,i14-[1],0.001,0.001,0.001,57.0,0.9,0.945,216.0,420.8,42914
I-PARAFFINS,79.873,i14-[3],0.005,0.005,0.002,190.0,0.756,0.991,235.4,455.72,42914
I-PARAFFINS,79.953,i14-[4],0.002,0.002,0.001,72.0,0.756,0.991,235.0,455.0,42914
I-PARAFFINS,80.16,i14-[6],0.01,0.009,0.004,377.0,0.762,0.99,235.0,455.0,42914
I-PARAFFINS,80.303,i14-[8],0.002,0.002,0.001,62.0,0.762,0.99,235.0,455.0,42914
I-PARAFFINS,80.4,i14-[9],0.002,0.002,0.001,82.0,0.762,0.99,235.0,455.0,42914
I-PARAFFINS,80.863,i14-[13],0.002,0.002,0.001,62.0,0.762,0.99,244.0,471.2,42914
I-PARAFFINS,81.653,i14-[16],0.006,0.006,0.003,245.0,0.762,0.99,244.0,471.2,42914
I-PARAFFINS,82.055,i14-[18],0.003,0.003,0.001,103.0,0.762,0.99,244.0,471.2,42914
I-PARAFFINS,82.228,i15-[0],0.007,0.006,0.003,304.0,0.813,0.899,244.0,471.2,42914
I-PARAFFINS,83.058,i15-[5],0.001,0.001,0.001,59.0,0.813,0.899,244.0,471.2,42914
I-PARAFFINS,86.455,i16-[21],0.002,0.002,0.001,72.0,0.813,0.898,267.0,512.6,42914
I-PARAFFINS,86.765,i16-[25],0.005,0.004,0.002,206.0,0.813,0.898,267.0,512.6,42914
I-PARAFFINS,87.357,i17-[2],0.007,0.007,0.003,311.0,0.813,0.897,275.0,527.0,42914
I-PARAFFINS,87.457,i17-[3],0.007,0.006,0.002,291.0,0.813,0.897,275.0,527.0,42914
I-PARAFFINS,88.352,i17-[10],0.008,0.007,0.003,331.0,0.813,0.897,275.0,527.0,42914
I-PARAFFINS,88.953,i17-[16],0.003,0.003,0.001,149.0,0.813,0.897,275.0,527.0,42914
I-PARAFFINS,90.042,i18-[8],0.002,0.002,0.001,77.0,0.813,0.896,275.0,527.0,42914
AROMATICS,21.923,benzene,0.57,0.484,0.659,24585.0,0.879,0.91,80.09,176.162,42914
AROMATICS,34.0,toluene,6.041,5.193,5.92,257626.0,0.867,0.92,110.63,231.134,42914
AROMATICS,51.34,ethylbenzene,0.96,0.825,0.817,40629.0,0.867,0.927,136.2,277.16,42914
AROMATICS,52.498,m-xylene,2.32,2.001,1.973,98184.0,0.864,0.927,139.12,282.416,42914
AROMATICS,52.635,p-xylene,1.051,0.91,0.894,44475.0,0.861,0.927,138.36,281.048,42914
AROMATICS,55.255,o-xylene,0.867,0.734,0.737,36679.0,0.88,0.927,144.43,291.974,42914
AROMATICS,58.842,i-propylbenzene,0.04,0.034,0.03,1673.0,0.862,0.933,152.41,306.338,42914
AROMATICS,61.608,n-propylbenzene,0.37,0.32,0.278,15547.0,0.862,0.933,159.24,318.632,42914
AROMATICS,62.285,"1,3-methylethylbenzene",1.342,1.157,1.008,56422.0,0.864,0.933,161.33,322.394,42914
AROMATICS,62.452,"1,4-methylethylbenzene",0.616,0.533,0.463,25891.0,0.861,0.933,162.01,323.618,42914
AROMATICS,62.94,"1,3,5-trimethylbenzene",0.732,0.631,0.55,30778.0,0.865,0.933,164.74,328.532,42914
AROMATICS,63.76,"1,2-methylethylbenzene",0.487,0.412,0.366,20489.0,0.881,0.933,165.18,329.324,42914
AROMATICS,64.812,t-butylbenzene,0.039,0.033,0.029,1632.0,0.867,0.933,183.4,362.12,42914
AROMATICS,64.96,"1,2,4-trimethylbenzene",2.429,2.067,1.825,102150.0,0.876,0.933,169.38,336.884,42914
AROMATICS,66.15,i-butylbenzene,0.078,0.068,0.052,3255.0,0.853,0.938,172.79,343.022,42914
AROMATICS,67.058,"1,2,3-trimethylbenzene",0.45,0.375,0.338,18917.0,0.894,0.933,176.12,349.016,42914
AROMATICS,67.143,"1,3-methyl-i-propylbenzene",0.063,0.054,0.042,2615.0,0.861,0.938,175.08,347.144,42914
AROMATICS,67.38,"1,4-methyl-i-propylbenzene",0.019,0.017,0.013,805.0,0.857,0.938,177.13,350.834,42914
AROMATICS,67.902,2-3-dihydroindene,0.188,0.145,0.143,8019.0,0.964,0.918,177.85,352.13,42914
AROMATICS,68.298,"1,2-methyl-i-propylbenzene",0.24,0.204,0.162,10043.0,0.877,0.938,178.18,352.724,42914
AROMATICS,69.23,"1,3-methyl-n-propylbenzene",0.258,0.224,0.174,10798.0,0.861,0.938,182.01,359.618,42914
AROMATICS,69.388,"1,4-diethylbenzene",0.006,0.005,0.004,254.0,0.862,0.938,183.79,362.822,42914
AROMATICS,69.492,"1,4-methyl-n-propylbenzene",0.137,0.119,0.092,5716.0,0.858,0.938,183.42,362.156,42914
AROMATICS,69.565,n-butylbenzene,0.067,0.058,0.045,2807.0,0.861,0.938,183.3,361.94,42914
AROMATICS,69.682,"1,3-dimethyl-5-ethylbenzene",0.251,0.212,0.169,10491.0,0.88,0.938,183.62,362.516,42914
AROMATICS,69.877,"1,2-diethylbenzene",0.018,0.015,0.012,758.0,0.88,0.938,183.46,362.228,42914
AROMATICS,70.352,neo-pentylbenzene,0.016,0.013,0.01,662.0,0.89,0.942,205.0,401.0,42914
AROMATICS,70.932,"1,4,dimethyl-2-ethylbenzene",0.237,0.201,0.159,9910.0,0.877,0.938,186.87,368.366,42914
AROMATICS,71.055,"1,3-dimethyl-4-ethylbenzene",0.174,0.151,0.117,7294.0,0.859,0.938,188.24,370.832,42914
AROMATICS,71.437,"1,2-dimethyl-4-ethylbenzene",0.397,0.338,0.267,16591.0,0.874,0.938,189.52,373.136,42914
AROMATICS,71.678,(1-ethylpropyl)benzene,0.013,0.011,0.008,531.0,0.89,0.942,196.0,384.8,42914
AROMATICS,72.023,"1,4-methyl-t-butylbenzene",0.014,0.013,0.009,598.0,0.85,0.942,0.0,32.0,42914
AROMATICS,72.488,s-pentylbenzene,0.07,0.059,0.043,2917.0,0.89,0.942,205.0,401.0,42914
AROMATICS,72.642,"1,2-dimethyl-3-ethylbenzene",0.177,0.148,0.119,7419.0,0.892,0.938,193.95,381.11,42914
AROMATICS,72.742,"1,2-ethyl-i-propylbenzene",0.009,0.007,0.005,366.0,0.89,0.942,0.0,32.0,42914
AROMATICS,72.938,"1,4-ethyl-i-propylbenzene",0.013,0.011,0.008,536.0,0.89,0.942,0.0,32.0,42914
